"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Juice blodapelsin EKO ENGL","Matkompaniet AB","112097","Juice drickfärdig: övriga smak","31051","","","","20x27,5 cl"
"Läsk Must Calvadoslagra","Spendrups Bryggeri AB","119927","Returglas, läsk odyl","1375411-P","","","","24x33 cl"
"Ramlösa Rabarber Jordgubb PET","Carlsberg Sverige AB","118365","PET","16721","","","","24x50 cl"
"Coca-Cola zero 10-pack BRK","Coca-cola European Partners Pl","103673","Burkar, läsk odyl","2817","","","","1x10x33 cl"
"Coca-Cola life PET","Coca-cola European Partners Pl","112041","PET, läsk odyl","2623","","","","8x150 cl"
"Perrier Lime","Hemberga Dryckesgrossisten AB","116716","Engångsförpackningar","274","","","","24x33 cl"
"Limonata Citron ENGL","Dryck Sthlm AB","121027","Engångsförp, läsk odyl","2304","","","","24x27,5 cl"
"Pepsi Max Lime PET","Carlsberg Sverige AB","120689","PET, läsk odyl","18446","","","","24x50 cl"
"Aranciata Rossa Blodapelsin ENGL","Dryck Sthlm AB","121025","Engångsförp, läsk odyl","2301","","","","24x27,5 cl"
"Ginger Joe Pear ENGL","Multibev AB","119894","Drickfärdiga drycker, övr smak","1023089-P","","","","24x33 cl"
"Cider Magnum Original alkoholfri ENGL","Herrljunga Cider AB","102952","Cider alkoholfri","2105","","","","6x150 cl"
"Sprite Zero Cucumb PET","Coca-cola European Partners Pl","120667","PET, läsk odyl","4710","","","","24x50 cl"
"Portello PET","Vasa Bryggeri Dryckesbolaget","104410","PET, läsk odyl","1502","","","","24x33 cl"
"Äppelmust","Dryck Sthlm AB","121661","Dryck övrig","2022","","","","6x75 cl"
"Sicilian Lemon Tonic","Galatea AB","120123","Engångsförp, drinkvatten","11009-04","","","","24x20 cl"
"Iste Persika Färskbryggt","Unilever Sverige AB","120616","Drickfärdiga drycker, övr smak","67462996","","","","2x24x24,6 g"
"Äpplemust med Lime ENGL","Kullabygdens Musteri AB","120764","Must","2008020","","","","20x25 cl"
"Guava Fruktdryck","Fontana Food AB","114307","Juice drickfärdig: övriga smak","17536","","","","12x1 l"
"Nectar Litchi Vinkomplement ENGL","Dryck Sthlm AB","121660","Dryck övrig","3019","","","","12x33 cl"
"Smoothie coconut EKO","Matkompaniet AB","104815","Smoothie","31044","","","","12x25 cl"
"Smoothie blåbär EKO","Matkompaniet AB","104816","Smoothie","31040","","","","12x25 cl"
"Bamse Pärondryck BRIK","Kiviks Musteri AB","118649","Måltidsdricka drickf övr smak","73818","","","","27x200 ml"
"Bamse Äppeldryck BRIK","Kiviks Musteri AB","118647","Drickfärdiga drycker, övr smak","73968","","","","27x200 ml"
"Sir Taste a Lot 4-pack 3,5%","Spendrups Bryggeri AB","106883","Folköl","1154527","","","","6x4x50 cl"
"Bamse Jordgubbsdryck BRIK","Kiviks Musteri AB","118648","Måltidsdricka drickf övr smak","73468","","","","27x200 ml"
"Apelsinjuice Äpple Mandarin","Skånemejerier Storhushåll AB","733462","Juice drickfärdig","56172","","","","18x25 cl"
"Natureo Rose Syrah Cabernet Sauvignon","Wine & Spirits Collective","711627","Alkoholfritt alt","195301","","","","12x75 cl"
"Juice Äpple och Jordgubbe EKO","Arla Foods AB","211404","Juice drickfärdig","69196","","","","6x85 cl"
"Falcon Bayerskt 2,8% 6-pack BRK","Carlsberg Sverige AB","105741","Folköl","22363","","","","4x6x50 cl"
"Måltidsdry citron LS","Roberts I Örebro AB","111597","Måltidsdricka konc, övrig smak","9400","","","","10x1 l"
"Juice Tropisk","Skånemejerier Storhushåll AB","202717","Juice drickfärdig","56174","","","","18x25 cl"
"Loka Crush Päron PET","Spendrups Bryggeri AB","110866","PET, läsk odyl","1219143","","","","8x140 cl"
"Festis mix Apelsin Päron Hallon 3-packTetra EKO BRIK","Carlsberg Sverige AB","117720","Drickfärdiga drycker, övr smak","16659","","","","400x3x20 cl"
"Ramlösa mango","Carlsberg Sverige AB","120107","Burk","18640","","","","24x33 cl"
"Tranbärsjuice EKO ENGL","Matkompaniet AB","112095","Juice drickfärdig: övriga smak","31056","","","","20x27,5 cl"
"Monster Hydro Melon Thunder PET","Coca-cola European Partners Pl","120205","Sportdrycker","0535","","","","12x55 cl"
"Äpple blåbär mousserande alkoholfri PET","Herrljunga Cider AB","116025","Drickfärdiga drycker, övr smak","2143","","","","12x50 cl"
"Monster Hydro Mean Green Pet","Coca-cola European Partners Pl","120204","Sportdrycker","0534","","","","12x55 cl"
"Smoothie Blue Machine","Orkla Foods Sverige","208713","Smoothie","340023824","","","","8x45 cl"
"Lingondryck osockrad 1+9","Orkla Foods Sverige","108749","Måltidsdricka konc, lingon","67076","","","","8x1 l"
"Äpplemust med Jordgubb ENGL","Kullabygdens Musteri AB","109565","Must","2001060","","","","20x25 cl"
"Monster rehab BRK","Coca-cola European Partners Pl","106880","Sportdrycker","505","","","","24x50 cl"
"Monster Energy The Doctor BRK","Coca-cola European Partners Pl","112582","Sportdrycker","515","","","","24x50 cl"
"Äpplemust med Yuzu ENGL","Kullabygdens Musteri AB","120761","Must","2008010","","","","20x25 cl"
"Folköl ljus lager KRAV 2,6% REGL","Midsona Sverige (markatta)","102500","Folköl","161301","","","","12x33 cl"
"Äppledryck lättsockrad 1+9","Orkla Foods Sverige","108746","Måltidsdricka konc, äpple","17976","","","","8x1 l"
"Loka Crush Citron PET","Spendrups Bryggeri AB","110861","PET, läsk odyl","1219043","","","","8x140 cl"
"Pepsi Max REGL","Carlsberg Sverige AB","107692","Returglas, läsk odyl","21945","","","","20x33 cl"
"Fläderblomssaft KRAV","Grangärde Musteri AB","108000","Saft: övriga smaker","002","","","","12x500 ml"
"Monin Kaffe","Barkonsult AB","747781","Drinkbaser","M35","","","","6x700 ml"
"Monin Pink grapefruit","Barkonsult AB","117730","Drinkbaser","M94","","","","6x700 ml"
"Falcon Jul 3,5% 6-p BRK","Carlsberg Sverige AB","107455","Folköl","22352","","","","4x6x50 cl"
"Nattvardsvin","Herrljunga Cider AB","110624","Alkoholfritt alt","4104","","","","12x50 cl"
"Briska Cider Rose Alkoholfri EG","Spendrups Bryggeri AB","110894","Cider alkoholfri","1720611","","","","24x33 cl"
"Dryck Fläderblom Citron","Kiviks Musteri AB","115146","Drickfärdiga drycker, övr smak","73332","","","","10x1 l"
"Pago Mango Passion ENGL","Eckes Granini Sverige AB","113361","Juice drickfärdig: övriga smak","1003522","","","","12x20 cl"
"Påskmust light PET","Spendrups Bryggeri AB","120418","PET, läsk odyl","1305143","","","","8x150 cl"
"Gainomax Lean Recovery Vanilj","Norrmejerier Ek.förening","117218","Proteindryck","1530","","","","16x25 cl"
"Coca-Cola zero vanilla BRK","Coca-cola European Partners Pl","119280","Burkar, läsk odyl","2875","","","","24x33 cl"
"Påskmust PET","Carlsberg Sverige AB","112683","PET, läsk odyl","12897","","","","24x50 cl"
"Mineralvatten San Pellegrino PET","Enjoy Wine & Spirits AB","718535","PET","4101","","","","24x50 cl"
"Portello PET","Vasa Bryggeri Dryckesbolaget","703466","PET, läsk odyl","1102","","","","24x50 cl"
"Smoothie blåbär hallon 75 cl ENGL","Froosh Sverige AB","209001","Smoothie","750802","","","","6x75 cl"
"Äppelmust med fruktkött BIB","Kiviks Musteri AB","120451","Drickfärdiga drycker, citrus","10930","","","","3x3 l"
"ICE Coffee Double Espresso FT EKO","Löfbergs Lila AB","209423","Drickfärdiga drycker, övr smak","10534","","","","12x23 cl"
"ICE Caffeine Boost FT/Eko","Löfbergs Lila AB","120736","Drickfärdiga drycker, övr smak","10548","","","","12x22,5 cl"
"Blandsaft Jordgubb PET","Orkla Foods Sverige","115661","Saft: hallon, jordgubb","34813","","","","12x950 ml"
"Svartvinbärssaft","Orkla Foods Sverige","117566","Saft: svart vinbär","57158","","","","12x58 cl"
"Hallonsoda REGL","Carlsberg Sverige AB","702908","Returglas, läsk odyl","21541","","","","20x33 cl"
"Apelsinjuice utan fruktkött","Orkla Foods Abba","207864","Juice drickfärdig","340018755","","","","6x1 l"
"Perrier Lime","Hemberga Dryckesgrossisten AB","116080","Engångsförpackningar","277","","","","12x75 cl"
"Portello PET","Vasa Bryggeri Dryckesbolaget","700678","PET, läsk odyl","1302","","","","8x150 cl"
"Loka Crush Hallon PET","Spendrups Bryggeri AB","110867","PET, läsk odyl","1219243","","","","8x140 cl"
"Capri-Sun Summer Berries","Coca-cola European Partners Pl","118498","Drickfärdiga drycker, citrus","1536","","","","4x10x20 cl"
"Äpplemust med Pink Grape ENGL","Kullabygdens Musteri AB","120765","Must","2008030","","","","20x25 cl"
"Giffard Macadamia Syrup","Renbjer & Magnusson AB","117480","Drinkbaser","GSR014","","","","6x1 l"
"Sprite zero PET","Coca-cola European Partners Pl","120676","PET, läsk odyl","4622","","","","8x150 cl"
"BCAA Energidryck Äpple Päron BRK","Norrmejerier Ek.förening","120629","Sportdrycker","1534","","","","12x33 cl"
"Lättdryck Päron","Orkla Foods Sverige","102327","Måltidsdricka konc, övrig smak","22953","","","","27x20 cl"
"Mariestads Alkoholfri 0,5% burk","Spendrups Bryggeri AB","118557","Öl alkoholfri","1154737-6P","","","","4x6x33 cl"
"Ebony Vale Cabernet Sauvignon alkhoholfri","Amka Vinimport AB","116048","Alkoholfritt alt","X5366013601","","","","6x75 cl"
"Pago Apelsin EKO PET","Eckes Granini Sverige AB","108556","Juice drickfärdig","1001722","","","","12x33 cl"
"Bloody mary drinkmix","Brewery Internat Sweden AB","107525","Drinkbaser","112005","","","","12x1 l"
"Stilla vatten REGL","Stenkulla Brunn AB","764857","Returglas","1075","","","","12x75 cl"
"Cacao Fantasy","Jacobs Douwe Egberts AB","791466","Dryck övrig","547605","","","","4x2 l"
"Virgin Mojito ENGL","Herrljunga Cider AB","116282","Drickfärdiga drycker, övr smak","LO302","","","","12x33 cl"
"Monster Energy MIXXD Punsch BRK","Coca-cola European Partners Pl","119278","Sportdrycker","0523","","","","24x50 cl"
"Coca-Cola zero PET","Coca-cola European Partners Pl","101859","PET, läsk odyl","2842","","","","4x2 l"
"Juice Havtorn Äpple ENGL EKO","Matkompaniet AB","119115","Juice drickfärdig: övriga smak","31057","","","","20x0,275 l"
"Henkell alkoholfri","Henkell & Co Sverige AB","117186","Alkoholfritt alt","5383HA0104","","","","24x20 cl"
"Loka passion citron 12-pack PET","Spendrups Bryggeri AB","115158","PET","1234639","","","","1x12x33 cl"
"Loka Hallon 12-p PET","Spendrups Bryggeri AB","120404","PET","1238839","","","","12x33 cl"
"Smoothie passion EKO","Matkompaniet AB","104817","Smoothie","31042","","","","12x25 cl"
"Monin Granatäpple","Barkonsult AB","763543","Drinkbaser","M84","","","","6x700 ml"
"BCAA Energidryck Citrus Fläder","Norrmejerier Ek.förening","120628","Sportdrycker","1533","","","","12x33 cl"
"Vichy PET","Spendrups Bryggeri AB","109235","PET","1202139","","","","18x33 cl"
"Juice rabarber EKO","Matkompaniet AB","120568","Engångsförp, läsk odyl","31059","","","","20x27,5 cl"
"Celsius Hallon Acai BRK","Peoples Choice AB","115596","Sportdrycker","8","","","","24x35,5 cl"
"Fanta Orange zero SUGAR 50cl PET","Coca-cola European Partners Pl","118375","PET, läsk odyl","3340","","","","24x50 cl"
"Erdinger Weissbier alkoholfri 0,4% RG","Carlsberg Sverige AB","103918","Öl alkoholfri","22263","","","","12x33 cl"
"Saxhyttegubbens Blåbär 100% ENGL","Hemberga Dryckesgrossisten AB","115742","Juice drickfärdig: övriga smak","399","","","","14x33 cl"
"Gainomax Lean Recovery Choklad Kaffe","Norrmejerier Ek.förening","117219","Proteindryck","1531","","","","16x25 cl"
"Soda Ginger Ale ENGL","Carlsberg Sverige AB","112679","Engångsförp, läsk odyl","12846","","","","24x27,5 cl"
"Pripps Blå 3,5% 6-p BRK","Carlsberg Sverige AB","105749","Folköl","22361","","","","4x6x50 cl"
"Klackabackens lättöl","Klackabackens Bryggeri AB","116359","Lättöl","8956320","","","","24x33 cl"
"Capri Sonne Mango Maracuja","Coca-cola European Partners Pl","114663","Drickfärdiga drycker, övr smak","1654","","","","15x33 cl"
"Årsmust 2018 kryddad med lakrits, engångsglas","Carlsberg Sverige AB","121675","Engångsförp, läsk odyl","19233","","","","9x75 cl"
"Äppledryck mousserande Alkoholfri PET","Herrljunga Cider AB","109380","Drickfärdiga drycker, övr smak","2141","","","","12x50 cl"
"Apelsinjuice med fruktkött","Orkla Foods Abba","210904","Juice drickfärdig","340019123","","","","1x10 l"
"Thomas Henry Ultimate Grapefruit","Berntson Brands AB","116611","Engångsförp, drinkvatten","4260310553320","","","","24x20 cl"
"Pripps Blå 2,8% 6-p BRK","Carlsberg Sverige AB","103551","Folköl","22359","","","","4x6x50 cl"
"Äppeljuice 1+4","Tage Lindblom AB","715204","Juicekoncentrat: övriga smaker","81001","","","","12x1 l"
"Allain Milliat Jus Raisin Blanc Chardonnay","Dryck Sthlm AB","121023","Alkoholfritt alt","3011","","","","12x33 cl"
"Gatorade Citrus lågkalori PET","Hemberga Dryckesgrossisten AB","117512","Drickfärdiga drycker, citrus","3004","","","","12x50 cl"
"BCAA Passionsfrukt BRK","Peoples Choice AB","120480","Sportdrycker","69","","","","24x33 cl"
"Apelsinjuice flaska","Skånemejerier Storhushåll AB","207928","Juice drickfärdig","56490","","","","6x33 cl"
"Three Cents Two Cents Plain","Barkonsult AB","117699","Engångsförp, drinkvatten","3C-2C","","","","24x200 ml"
"Druvmust på druvor från Madrid","Dryck Sthlm AB","121889","Must","3041","","","","12x33 cl"
"MER Apelsin 20cl 3-pack brik","Coca-cola European Partners Pl","118544","Drickfärdiga drycker, övr smak","0882","","","","10x3x20 cl"
"Mineralvatten stilla Acqua Panna REGL","Enjoy Wine & Spirits AB","718523","Returglas","4701","","","","24x25 cl"
"Monster Absolutely Zero BRK","Coca-cola European Partners Pl","110249","Sportdrycker","507","","","","24x50 cl"
"BCAA Smultron","Peoples Choice AB","120408","Sportdrycker","68","","","","24x33 cl"
"Cider halvtorr Päron 2,2% ENGL","Herrljunga Cider AB","104838","Cider alkoholhaltig","2164","","","","15x57 cl"
"Mineralvatten naturell ENGL","Saturnus AB","102471","Returglas","7620","","","","12x75 cl"
"Fanta Zero Orange PET","Coca-cola European Partners Pl","100380","PET, läsk odyl","7408","","","","8x150 cl"
"Three Cents Gentlemen’s Soda","Barkonsult AB","119683","Engångsförp, drinkvatten","3C-GS","","","","24x200 ml"
"MER Päron 20cl 3-pack brik","Coca-cola European Partners Pl","118543","Drickfärdiga drycker, övr smak","0883","","","","10x3x20 cl"
"Monin Pepparkaka","Barkonsult AB","773447","Drinkbaser","M77","","","","6x700 ml"
"Coca Cola zero lemon 50cl PET","Coca-cola European Partners Pl","120855","Returglas, läsk odyl","2878","","","","24x50 cl"
"Schweppes Tonic Hibiskus EG","Spendrups Bryggeri AB","121364","Engångsförp, drinkvatten","2337710","","","","24x20 cl"
"Pelam lime juice","Barkonsult AB","767871","Drinkbaser","11-17","","","","12x1 l"
"Blandsaft Jordgubb","Tage Lindblom","109441","Saft: hallon, jordgubb","47305","","","","12x1 l"
"Fanta Orange 10-pack Burk","Coca-cola European Partners Pl","103658","Burkar, läsk odyl","3017","","","","1x10x33 cl"
"Acqua panna stilla mineralvatten ENGL","Enjoy Wine & Spirits AB","107621","Returglas","4703","","","","12x75 cl"
"Festis Cappuccino Twist PET","Carlsberg Sverige AB","120697","Drickfärdiga drycker, citrus","18754","","","","12x50 cl"
"Gatorade Cool Blue PET","Hemberga Dryckesgrossisten AB","117509","Drickfärdiga drycker, övr smak","3001","","","","12x50 cl"
"Monin Amaretto","Barkonsult AB","736439","Drinkbaser","M67","","","","6x700 ml"
"Iste svart Färskbryggt","Unilever Sverige AB","120617","Drickfärdiga drycker, övr smak","67462990","","","","4x24x28,3 g"
"Kokosvatten Ananas","Biofood-biolivs AB","115841","Drickfärdiga drycker, övr smak","12310","","","","12x33 cl"
"Fruktvatten Frisk Citron ENGL","Kiviks Musteri AB","120901","Drickfärdiga drycker, citrus","63242","","","","20x33 cl"
"Fentimans Naturally Light Tonic Water","Dryck Sthlm AB","117419","Engångsförp, drinkvatten","1255","","","","24x12,5 cl"
"Carl jung Rosévin","Saturnus AB","104039","Alkoholfritt alt","38013","","","","6x75 cl"
"Ginger Beer East Imperial","Amka Vinimport AB","115010","Engångsförp, drinkvatten","X5366EI0304","","","","24x15 cl"
"Red Bull Sockerfri Lime Edition BRK","Red Bull Sweden AB","120193","Sportdrycker","214766","","","","12x25 cl"
"Pucko Coconut","Arla Foods AB","211239","Chokladdryck","66980","","","","12x27 cl"
"Äpplemust med Rabarber ENGL","Kullabygdens Musteri AB","119876","Must","2001110","","","","20x25 cl"
"Evian Fläder Citron EKO","Saturnus AB","121057","PET","7694","","","","12x37 cl"
"Norrlands Guld Alkoholfri 0,5% 33cl å-pet","Spendrups Bryggeri AB","118558","Öl alkoholfri","1147539","","","","24x33 cl"
"Vega Docklands Session Ale","Vega Bryggeri AB","724690","Folköl","315178M","","","","24x33 cl"
"Herrgårdscider Rosé Hallon Fläder 0,3% ENGL","Kiviks Musteri AB","113295","Cider alkoholhaltig","60440","","","","8x75 cl"
"Zingo PET","Carlsberg Sverige AB","117081","PET, läsk odyl","21600","","","","8x150 cl"
"Cold Brew Antioquia FT","Löfbergs Lila AB","120744","Drickfärdiga drycker, övr smak","10694","","","","8x1 l"
"Mouss Jordgubbsvin lätt","Nigab AB","709528","Alkoholfritt alt","191801","","","","6x75cl"
"Ramlösa Vattenmelon 150PET","Carlsberg Sverige AB","120116","PET","18635","","","","8x150 cl"
"Fruktdryck Tropisk","Proviva AB","210862","Fruktdryck","579030","","","","6x1 l"
"Äppelmust mousserande ENGL","Kiviks Musteri AB","117423","Must","63962","","","","8x75 cl"
"Grape Tonic PET","Spendrups Bryggeri AB","120249","PET, läsk odyl","1308643","","","","8x150 cl"
"Apelsinjuice EKO","Arla Foods AB","209307","Juice drickfärdig","54804","","","","6x1,75 l"
"Indian Tonic Zero PET","Spendrups Bryggeri AB","109984","PET, läsk odyl","1332940","","","","24x50 cl"
"Giffard Syrup Coconut","Renbjer & Magnusson AB","717465","Drinkbaser","GSR004","","","","6x70 cl"
"Fruktsoda PET","Vasa Bryggeri Dryckesbolaget","712347","PET, läsk odyl","1321","","","","8x150 cl"
"Päron Lättsockrad Fruktdryck","Orkla Foods Sverige","117621","Måltidsdricka konc, övrig smak","20076","","","","8x1 l"
"Katrinplommonjuice ENGL","Midsona Sverige AB","191807","Juice drickfärdig: övriga smak","601027","","","","12x50 cl"
"Carlsberg Öl alkoholfri BRK EKO","Carlsberg Sverige AB","120900","Öl alkoholfri","18427","","","","4x6x33 cl"
"Fanta World Lemon PET","Coca-cola European Partners Pl","100800","PET, läsk odyl","3223","","","","8x150 cl"
"Kolsyrat vatten PET","Spendrups Bryggeri AB","115163","PET","1234539","","","","24x33 cl"
"Äppeldricka 1+6","Tage Lindblom AB","727614","Måltidsdricka konc, äpple","54177","","","","1x5 l"
"Kokosvatten Persika & Mango","Biofood-biolivs AB","115845","Drickfärdiga drycker, övr smak","12330","","","","12x33 cl"
"Vintense Chardonnayalkoholfritt","Bibendum AB","115257","Alkoholfritt alt","1017192","","","","6x75 cl"
"Juice Apelsin nypressad","Arla Foods AB","211157","Juice drickfärdig","66804","","","","6x85 cl"
"Monin Grön Banan","Barkonsult AB","747819","Drinkbaser","M10","","","","6x700 ml"
"Heineken 3,5 % burk","Spendrups Bryggeri AB","104931","Folköl","1147128","","","","4x6x50 cl"
"Carlsberg 6-pack 3,5 % burk","Carlsberg Sverige AB","105740","Folköl","22345","","","","4x6x50 cl"
"Smoothie Balans","Arla Foods AB","211295","Smoothie","68719","","","","4x30 cl"
"Äppelcider alkoholfri PET","Kiviks Musteri AB","121640","Cider alkoholfri","60992","","","","6x1 l"
"Äpplemust NFC 10 l EKO","Unique Beverage System AB","116662","Must","1040","","","","1x10 l"
"Warsteiner Fresh 0,0% alkfri","Åbro Bryggeri AB","121841","Öl alkoholfri","3722","","","","24x33 cl"
"Apelsinjuice BIB","Fruktjuice I Enköping AB","744406","Juice koncentrerad","3115-09","","","","1x9 l"
"Monster Ultra Violet BRK","Coca-cola European Partners Pl","121574","Sportdrycker","0528","","","","24x50 cl"
"Superfrukt svart vinbär granatäpple","Proviva AB","204600","Fruktdryck","57833","","","","4x6x80 ml"
"Falcon Bayerskt klass I REGL","Carlsberg Sverige AB","121330","Lättöl","21638","","","","20x33 cl"
"Trocadero PET","Spendrups Bryggeri AB","109224","PET, läsk odyl","1309039","","","","18x33 cl"
"Smoothie bär protein","Innocent AB","211672","Smoothie","238496","","","","8x360 ml"
"Loka Hallon PET","Spendrups Bryggeri AB","120207","PET","1238843","","","","8x150 cl"
"Apelsinjuice REGL","Spendrups Bryggeri AB","794490","Juice drickfärdig","1303500","","","","20x33 cl"
"NOCCO Päron","Vitamin Well AB","121452","Burkar, läsk odyl","6001","","","","24x25 cl"
"Key Lime Juice","Bo Risberg Import AB","715227","Juice drickfärdig","980","","","","12x47,3 cl"
"Juice Apelsin Jordgubb","Arla Foods AB","211156","Juice drickfärdig","66806","","","","4x30 cl"
"JO Apelsin koncentrat juice EKO","Arla Foods AB","206777","Juice koncentrerad","8987","","","","18x2 dl"
"Monster Mango Loco BRK","Coca-cola European Partners Pl","120664","Sportdrycker","0524","","","","24x50 cl"
"Super smoothie Uplift","Innocent AB","211853","Smoothie","239325","","","","8x360 ml"
"Juice Apelsin Morot Ingefära Chili","Arla Foods AB","211263","Juice drickfärdig","66792","","","","4x30 cl"
"Briska Cider Fläder Alkoholfri  ENGL","Spendrups Bryggeri AB","113252","Cider alkoholfri","1722611","","","","24x33 cl"
"Champis PET","Spendrups Bryggeri AB","120269","PET, läsk odyl","1300343","","","","8x150 cl"
"Loka Passion Citron PET","Spendrups Bryggeri AB","115161","PET","1234643","","","","8x150 cl"
"Tranbärsjuice koncentrat","Orkla Foods Sverige","118248","Juicekoncentrat: övriga smaker","0869","","","","18x2,5 dl"
"Fruktsmoothie Shorty Mango & Apelsin","Froosh Sverige AB","120020","Smoothie","15003101","","","","24x15 cl"
"Evian vindruvor Ros EKO","Saturnus AB","121056","PET","7693","","","","12x37 cl"
"Herrgårdscider Päron 0,3% EKO ENGL","Kiviks Musteri AB","115570","Cider alkoholfri","60805","","","","8x75 cl"
"Måltidsdricka Lingon light 1+9 sockerfri","Fruktjuice I Enköping AB","120133","Måltidsdricka konc, övrig smak","3001-01","","","","6x1 l"
"Pommac PET","Carlsberg Sverige AB","706681","PET, läsk odyl","21730","","","","8x140 cl"
"Ramlösa Granatäpp REGL","Carlsberg Sverige AB","124395","Returglas","21868","","","","20x33 cl"
"Julmust light PET","Carlsberg Sverige AB","119694","PET, läsk odyl","21576","","","","8x140 cl"
"Jordgubbsdryck osockrad","Orkla Foods Sverige","108753","Saft: hallon, jordgubb","67576","","","","8x1 l"
"Juice Apelsin Morot Ingefära Chili","Arla Foods AB","211201","Juice drickfärdig","66793","","","","6x85 cl"
"Wolverine Energidryck sockerfri BRK","First Class Beverages Of Swe","120513","Sportdrycker","12","","","","24x25 cl"
"Vatten Citron Lime PET","Add Value Sweden AB","114976","PET","170630","","","","20x50 cl"
"Apotekarnas Julmust 33 EG","Carlsberg Sverige AB","119289","Burkar, läsk odyl","16007","","","","24x33 cl"
"Shorty Peach & Passion","Froosh Sverige AB","120019","Smoothie","15003108","","","","24x15 cl"
"Äppelmust mousserande","Dryck Sthlm AB","121881","Must","2021","","","","12x37,5 cl"
"Jarritos Grapefrukt","Mexreal Food AB","120921","Engångsförp, läsk odyl","SKU17786","","","","24x37 cl"
"Smoothie Mango Machine","Orkla Foods Sverige","208712","Smoothie","340024171","","","","8x45 cl"
"Ambar glutenfri","Multibev AB","119336","Öl alkoholfri","X5401AM0302","","","","24x33 cl"
"Erasmus Bond Dry Tonic","We & Wine AB","116225","Drinkbaser","990085804","","","","24x20 cl"
"Red Bull BRK","Red Bull Sweden AB","103601","Sportdrycker","36192","","","","12x47,3 cl"
"Lättdryck svartvinbär","Orkla Foods Sverige","102326","Måltidsdricka konc, övrig smak","18953","","","","27x20 cl"
"Ginger Ale","Dryck Sthlm AB","116646","Engångsförp, drinkvatten","1254","","","","24x12,5 cl"
"Falcon Bayerskt 3,5% 6-p BRK","Carlsberg Sverige AB","105742","Folköl","22364","","","","4x6x50 cl"
"Fun Light Jordgubb PET","Orkla Foods Sverige","110533","Saft: övriga smaker","36316","","","","12x1 l"
"Celsius Classic Ginger Ale","Peoples Choice AB","121464","Sportdrycker","83","","","","24x35,5 cl"
"7-up PET","Carlsberg Sverige AB","115493","PET, läsk odyl","21601","","","","8x150 cl"
"Tomteluva","Coca-cola European Partners Pl","119819","Engångsförp, läsk odyl","GRATIS","","","","1x1 st"
"Fläderdryck EKO ENGL","Bornholms Mosteri A S","111535","Engångsförp, läsk odyl","FSOHY01","","","","20x27,5 cl"
"Tonic Water East Imperial","Amka Vinimport AB","115007","Engångsförp, drinkvatten","X5366EI0104","","","","24x15 cl"
"Blandsaft Hallon PET","Orkla Foods Sverige","115664","Saft: hallon, jordgubb","34506","","","","12x50 cl"
"Zingo orange BIB","Carlsberg Sverige AB","103401","Engångsförp, läsk odyl","21517","","","","1x10 l"
"Vin Fläderblom 0,5%","Kiviks Musteri AB","116131","Alkoholfritt alt","69333","","","","12x75 cl"
"Festis Päron Popcorn PET","Carlsberg Sverige AB","120698","Drickfärdiga drycker, övr smak","18755","","","","12x50 cl"
"Lemonad","Arla Foods AB","211162","Fruktdryck","66828","","","","4x30 cl"
"Caliente Lime Ingefära Chili EKO ENGL","Caliente Beverages Int AB","115825","Drickfärdiga drycker, övr smak","7002","","","","12x25 cl"
"Ramlösa Premium Citron Mandel Vanilj PET","Carlsberg Sverige AB","120707","PET","18657","","","","24x33 cl"
"Seedlip Spice 94 alkf","Galatea AB","121639","Alkoholfritt alt","476-01","0","","","6x70 cl"
"Juice Hallon","Arla Foods AB","211161","Juice drickfärdig","66820","","","","4x30 cl"
"Grängesberg Lättöl 2,1% 33cl PET","Spendrups Bryggeri AB","118791","Lättöl","1181739","","","","24x33 cl"
"Monster Energy Ultra Red burk","Coca-cola European Partners Pl","115175","Sportdrycker","0516","","","","24x50 cl"
"Äppeldryck Liva Energi","Orkla Foods Sverige","102830","Drickfärdiga drycker, övr smak","16429","","","","8x1 l"
"Fanta Blood Orange zero BRK","Coca-cola European Partners Pl","121262","Burkar, läsk odyl","7493","","","","24x33 cl"
"Monin choklad och mint","Barkonsult AB","747789","Drinkbaser","M34","","","","6x700 ml"
"Monin Björnbär","Barkonsult AB","767761","Drinkbaser","M26","","","","6x700 ml"
"Herrgårdscider Äpple 0,3% ENGL","Kiviks Musteri AB","120195","Cider alkoholhaltig","60939","","","","12x27,5 cl"
"Cola läsk PET","Piwa Food AB","702935","PET, läsk odyl","382062","","","","6x150 cl"
"Thomas Henry Bitter Lemon","Berntson Brands AB","110781","Engångsförp, drinkvatten","4260310550084","","","","24x20 cl"
"Lingon & tranbär Liva Energi","Orkla Foods Sverige","108299","Drickfärdiga drycker, övr smak","16427","","","","8x1 l"
"ProPud Protein Milkshake Salty Caramel","Njie Foods AB","121559","Proteindryck","1290","","","","8x330 ml"
"NOCCO Tropical","Vitamin Well AB","121453","Burkar, läsk odyl","6136","","","","24x25 cl"
"Pink Grapefruit Tonic","Dryck Sthlm AB","121265","Engångsförp, drinkvatten","1258","","","","1x12,5 cl"
"Burn Apple Kiwi BRK","Coca-cola European Partners Pl","115678","Sportdrycker","7023","","","","24x35,5 cl"
"Evian Mineralvatten PET","Saturnus AB","118036","PET","7632","","","","6x150 cl"
"Falcon alkoholfri 6-pack BRK","Carlsberg Sverige AB","110911","Öl alkoholfri","11984","","","","4x6x33 cl"
