"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Lairds Applejack 40%","Barkonsult AB","720095","Frukt-och bärlikörer","00839","40","Mexico","","6x70 cl"
"Fullers Old Winter Ale","Arvid Nordquist Hab","714391","Ale","45520","5.3","Storbritannien","Fullers","12x50 cl"
"Domaine du Vieux Lazaret Blanc","Pernod Ricard Sweden AB","728278","Torrt","1007278","14","Frankrike","Domaine du Vieux Lazaret","12x75 cl"
"Skyy Vodka","Nigab AB","771126","Okryddat brännvin","7064901","40","USA","Skyy Spirits","12x70 cl"
"Bitter Truth Elderflower","Barkonsult AB","710437","Övrig likör","00714","22","Tyskland","","12x50 cl"
"Tommasi grappa di Recioto","Hermansson & Co AB","705879","Vindestillat","8845702","43","Italien","Tommasi","6x35 cl"
"Original Long Drink","Arvid Nordquist Hab","725592","Sprit","49800","5.5","Finland","Hartwall","1x30 l"
"Tequila Corralejo Blanco","Renbjer & Magnusson AB","728458","Tequila","CTB001","38","Mexico","Tequilera Corralejo","6x70 cl"
"Martini Riserva Speciale Bitter","Bacardi AB","768822","Malörtsbitter","3440015","28.5","Italien","Martini Rossi","6x70cl"
"Laborie Chardonnay","Arvid Nordquist Hab","706855","Torrt","45107","13.5","Sydafrika","Laborie","6x75 cl"
"Bloom Jasmine & Rosé Gin","Hermansson & Co AB","725839","Gin","2461575101","40","Storbritannien","","6x70 cl"
"Oppigårds Amarillo Ale","Tomp Beer & Spirits AB","704180","Ale","220004","5.9","Sverige","","20x33 cl"
"Haymans sloe gin","Janake Wine Group AB","717494","Frukt-och bärlikörer","8693301","26","Storbritannien","Hayman Ltd","6x70 cl"
"Lanson Black Label Magnum","Viva Wine & Spirits Group AB","739839","Torrt","7750006","12.5","Frankrike","Lanson","3x1,5 l"
"Chateau du Breuil Reserve des Seigneurs XO","Stellan Kramer AB","712881","Äppelbrännvin","8631701/6","41","Frankrike","Chateau du Breuil","6x70 cl"
"Timmermans Kriek Nouveau","Galatea AB","715411","Övrigt öl","1667-03","4","Nederländerna","_","24x25 cl"
"Aalborg Basis","Arcus Sweden AB","725595","Vin, Sprit och Starköl","8671602","35","Danmark","Arcus Sweden","8x50 cl"
"Matusalem Platino","Nigab AB","701379","Rom","52001","40","Dominikanska Republiken","Ron Matusalem","6x70 cl"
"Reichsrat von buhl EKO","Janake Wine Group AB","708606","Torrt","3110136","11.5","Tyskland","Von Buhl","12x75 cl"
"Lillet Rosé 75 cl","Pernod Ricard Sweden AB","716380","Övrigt starkvin","1050295","17","Frankrike","","6x75 cl"
"BOLS YOGHURT 15%","Edrington Sweden AB","705379","Övrig likör","10710251","15","Nederländerna","Bols","6x50 cl"
"La Spinetta Chianti Riserva di Casanova","Enjoy Wine & Spirits AB","723239","Medel fylligt","X50080529801","14","Italien","La Spinetta","12x75 cl"
"Pinot Gris Réserve Bestheim","Viva Wine & Spirits Group AB","723509","Torrt","289901","13","Frankrike","Bestheim","12x75 cl"
"The Deveron 12 years","Bacardi AB","721561","Maltwhisky","9046763","40","Storbritannien","","6x70 cl"
"Marie Brizard Liqueur d'Excellence Elderflower","Berntson Brands AB","722209","Likör","8233101","20","Frankrike","Marie Brizard","6x70 cl"
"Omnipollo Leon","Brill & Co AB","720101","Ale","8915403","6.5","Belgien","","24x33 cl"
"Mud House Sauvignon Blanc","Mondo Wine Sweden AB","718427","Torrt","X5303AC0701","12","Nya Zeeland","The Delta Wine Company Ltd","6x75 cl"
"Chateau Smith Cabernet Sauvignon","Bibendum AB","715525","Fylligt","1014573","13.5","USA","","12x75 cl"
"Pure Green EKO","Renbjer & Magnusson AB","711664","Okryddat brännvin","8774101/6","40","Frankrike","","6x70 cl"
"The Glenlivet Founder's Reserve 70 cl","Pernod Ricard Sweden AB","719497","Maltwhisky","1050370","40","Storbritannien","","6x70 cl"
"Masi Costasera Amarone Classico","Vinunic AB","771046","Italien","234501/6","14.5","Italien","Masi","6x75 cl"
"Fee Brothers Bitters Orange","Fine Brands","716558","Aperitif - bitter","X5482004004","6.84","USA","_","12x15 cl"
"J.P. Chenet Cabernet Sauvignon Syrah","Stellan Kramer AB","705719","Frankrike","1280808","12.5","Frankrike","Jean-Paul Chenet","4x3 l"
"Sancerre les Charmes","Primewine Sweden AB","789195","Vitt vin","8825101","12.5","","André Vatan Vins Fins de Sance","12x75 cl"
"Spring Village Merlot PET","Spendrups Bryggeri AB","718236","Medel fylligt","2530639","11.5","USA","_","24x18,75 cl"
"Fullers Black Cab","Arvid Nordquist Hab","711245","Ljus lager","46857","5","Storbritannien","Fullers","12x50 cl"
"Finca Las Moras Love Cabernet Sauvignon","Philipson & Söderberg AB","724190","Medel fylligt","1020643","14","Argentina","Finca Las Moras","6x75 cl"
"Nonino Monovitigni Cuvée Grappa","Carovin AB","762237","Vindestillat","70340-01","40","Italien","Nonino","6x70 cl"
"Alpha Zeta Amarone","Mondo Wine Sweden AB","798723","Fylligt","1234301K","13.5","Italien","STI Internazionale","12x75 cl"
"Bichot Pinot Noir Vieilles Vignes","Nigab AB","709770","Fylligt","547001","13","Frankrike","Maison Albert Bichot","12x75 cl"
"Alain Jaume & Fils Reserve Grand Veneur Rose EKO","Hermansson & Co AB","718698","Frankrike","1558501","13","Frankrike","_","12x75 cl"
"Innis & Gunn Rum Cask","Tomp Beer & Spirits AB","704140","Ale","1159803","7.4","Storbritannien","Inns & Gunn Brewing Company","24x33 cl"
"Plymouth Sloe Gin","Pernod Ricard Sweden AB","723650","Sprit","1050510","26","Storbritannien","","6x70 cl"
"Aberfeldy 12","Bacardi AB","713123","Maltwhisky","9032719","40","Irland","John Dewar & Sons Ltd","6x70 cl"
"Stoneleigh Wild Valley Sauvignon Blanc 75 cl","Pernod Ricard Sweden AB","723160","Nya Zeeland","1050463","13","Nya Zeeland","","6x75 cl"
"Gnarly Head Petit Sirah","Enjoy Wine & Spirits AB","712782","Medel fylligt","7457001","14.5","USA","Delicato Vineyards","12x75 cl"
"Slottskällans Freedom IPA","Amka Vinimport AB","719684","Ale","X5366SF0303","6.5","Sverige","_","24x33 cl"
"Stoneleigh Rapaura Pinot Noir","Pernod Ricard Sweden AB","712425","Medel fylligt","1050141","14","Nya Zeeland","Pernod Ricard Pacific","6x75 cl"
"De Bortoli Woodfired Shiraz","Bornicon & Salming AB","713430","Medel fylligt","7675201","14.5","Australien","De Bortoli","6x75 cl"
"Cartron Melon","We & Wine AB","798910","Frukt-och bärlikörer","8057802","18","Frankrike","Cartron","6x50 cl"
"Hine Rare & Delicate vsop","Hermansson & Co AB","726934","Vindestillat","1037101","40","Frankrike","Thomas Hine","6x70 cl"
"Jura 12 years","Arcus Sweden AB","725078","Maltwhisky","8286901","40","Storbritannien","Whyte & Mackay","6x70 cl"
"Tequila Corralejo Añejo","Renbjer & Magnusson AB","701826","Tequila","CTA001","38","Mexico","Tequilera Corralejo","6x70 cl"
"Cartron Cacao Brown","We & Wine AB","798894","Choklad-,kaffe- och nötlikörer","8011502","25","Frankrike","Cartron","6x50 cl"
"Pares Balta Blanc de Pacs","Mondo Wine Sweden AB","703354","Halvtorrt","7089701","12","Spanien","Pares Balta","6x75 cl"
"Albury Gin","Galatea AB","712145","Gin","486-02","42.5","Storbritannien","Silent Pool Distillers","6x35 cl"
"Vanlig Vodka","Arcus Sweden AB","700407","Okryddat brännvin","1001","37.5","Sverige","Svensk Vodka i Motala","12x70 cl"
"Ugly Duck West Coast IPA","Brewery Internat Sweden AB","719947","Mellanmörk ale","8919203","6.5","Danmark","","24x33 cl"
"La Vieille Ferme Red","Enjoy Wine & Spirits AB","721154","Medel fylligt","X50080548002","13","Frankrike","Famille Perrin","24x37,5 cl"
"Angostura 1787 15 years","Hermansson & Co AB","722250","Rom","8611901","40","Trinidad","Angostura","6x70 cl"
"Piccini Orange Rosso","Enjoy Wine & Spirits AB","702744","Medel fylligt","X50080537001","13","Italien","Piccini","12x75 cl"
"The Bitter Truth Celery 44%","Barkonsult AB","705615","Aperitif - bitter","00715","44","Tyskland","","12x20 cl"
"Don Simon Sangria","Altia Sweden AB","725348","Sött","1024242","11","Spanien","Garcia Carrion","12x1 l"
"Gammel Dansk småflaskor","Arcus Sweden AB","707884","Aperitif - bitter","8300904/12","38","Sverige","","1x36x3 cl"
"Pazo Cilleiro Albariño","Viva Wine & Spirits Group AB","720018","Torrt","2263010","12","Spanien","","6x75 cl"
"Carlsberg Export 5,1%","Carlsberg Sverige AB","701215","Ljus lager","22170","5.1","Danmark","Carlsberg Sverige AB","24x50 cl"
"OPI Mascota Chardonnay","Viva Wine & Spirits Group AB","716135","Torrt","7252301","14","Argentina","Santa Ana","6x75 cl"
"Calles Cotes Du Rhone EKO","Herida Aurum AB","725936","Vin, Sprit och Starköl","7231801626","14","","Les Vignerons","12x750 ml"
"Teeling Single Grain Wine Cask","Tomp Beer & Spirits AB","720971","Maltwhisky","8763201","46","Storbritannien","_","6x70 cl"
"Domaine du Clos de Sixte Lirac 2012 EKO","Hermansson & Co AB","719180","Medel fylligt","7310101","15","Frankrike","_","12x75 cl"
"Callia Alta Shiraz Bonarda","Svenska Vinkompaniet","714910","Fylligt","CA012","13.5","Argentina","Bodegas Callia","6x75 cl"
"Diplomatico Reserva Exclusiva 5 cl 12-pack","Handpicked Wines Sweden AB","723684","Rom","35604","40","Venezuela","_","6x12x5 cl"
"Tokaj Mandolas Dry Furmint","Winepartners AB","725901","Ungern","8313401","13","Ungern","Oremus","6x75 cl"
"Gibson´s London Dry Gin","Berntson Brands AB","724285","Gin","23501","38","Storbritannien","","6x70 cl"
"Chablis Alain Geoffroy","Carovin AB","724763","Torrt","X5005AG0501","12.5","Frankrike","Domaine Alain Geoffroy","6x75 cl"
"Aecht Schlenkerla Rauchbier","Galatea AB","738477","Rökt öl","135901","5.1","Tyskland","Heller","20x50 cl"
"Dieu du Ciel Moralité IPA","Wicked Wine Sweden AB","724015","Övrigt öl","Moral","6.5","Kanada","","24x34,1 cl"
"Baron de Ley Club Privado","Enjoy Wine & Spirits AB","701261","Fylligt","X50080512301","13.5","Spanien","Baron de Ley","12x75 cl"
"Underwood Pinot Noir burk","Enjoy Wine & Spirits AB","722769","Torrt","7003915","13.5","USA","","24x375 cl"
"Suze","Pernod Ricard Sweden AB","725535","Aperitif - bitter","1050618","20","Frankrike","Ricard","6x70 cl"
"Ga-Jol  Ananas","Viva Wine & Spirits Group AB","716708","Övrig likör","X5007UD0401","30","Nederländerna","","6x70 cl"
"Angostura No 1 Cask Collection 3rd Edition","Hermansson & Co AB","725838","Rom","4047201","40","Trinidad","","6x70 cl"
"Shoot Fizzy Bubblegum","Arcus Sweden AB","723671","Övrig likör","8237402","16.4","Norge","","12x50 cl"
"Angostura 1824 12 years","Hermansson & Co AB","721240","Rom","8214101","40","Trinidad","Angostura","6x70 cl"
"Connemara Peated Single Malt 12 years","Edrington Sweden AB","709125","Maltwhisky","12030002","40","Irland","Cooley Distillery","6x70 cl"
"Castelmare Amarone","Carovin AB","724729","Italien","7570701","15","Italien","Cantina Valpolicella Negrar","6x75 cl"
"Loimer Rose","Gullberg By Stockwine AB","710094","Österrike","X5352FL2501","12","Österrike","Fred Loimer","12x75 cl"
"Stolichnaya Elit","Multibev AB","700239","Okryddat brännvin","7043001","40","Ryssland","SPI Limited","6x70 cl"
"Herrgårds Aquavit 12x50ml","Altia Sweden AB","710955","Kryddat brännvin","1016235","40","Sverige","","10x12x5 cl"
"Zonin Prosecco White","Pernod Ricard Sweden AB","724870","Torrt","1050581","11","Italien","Zonin","6x75 cl"
"Azuca","Galatea AB","721933","Tequila","376-02","33","Sverige","Galatea Spirits AB","12x50 cl"
"Old Speckled Hen","Tomp Beer & Spirits AB","770062","Ale","1356-01","5","Storbritannien","","12x50 cl"
"Les Cardounettes Rosé","Arvid Nordquist Hab","723107","Vin, Sprit och Starköl","49021","12","Frankrike","Foncalieu","12x75 cl"
"Nordguld Aquavit","Arcus Sweden AB","711130","Kryddat brännvin","8955101/6","40","Danmark","V&S","6x70 cl"
"Winegut Emil Bauer Bullshit Grauburgunder","Winepartners AB","725897","Tyskland","3111115","12.5","Tyskland","Oremus","6x75 cl"
"Pares Balta Mas Petit","Mondo Wine Sweden AB","703355","Medel fylligt","7118001","12","Spanien","Pares Balta","6x75 cl"
"Aberlour a'bunadh 60,9% 70 cl","Pernod Ricard Sweden AB","724165","Maltwhisky","1050514","60.9","Storbritannien","","6x70 cl"
"Macallan Sienna","Edrington Sweden AB","717495","Maltwhisky","10030151","43","Storbritannien","Macallan-Glenlivet P.L.C","6x70 cl"
"Sauza Tres Generaciones Reposado","Edrington Sweden AB","703268","Tequila","11150128","38","Mexico","Sauza","6x70 cl"
"Diebolt-Vallois Tradition","Primewine Sweden AB","796849","Torrt","8302001","12.5","Frankrike","Champagne Diebolt - Vallois","12x75 cl"
"Duette Premium Pinot Noir","Primewine Sweden AB","702081","Fylligt","660201K","12.5","Chile","Indomita","12x75 cl"
"Oban 21 SR18","Diageo Sweden AB","725620","Whisky","744134","57.9","Storbritannien","","6x70 cl"
"Côtes-du-Rhône Saint Francois EKO","Viva Wine & Spirits Group AB","716681","Fylligt","705260112","14","Frankrike","_","12x75 cl"
"Armand de Brignac Ace Of Speades","Brewery Internat Sweden AB","714150","Frankrike","404020","12.5","Frankrike","_","6x75 cl"
"Jean Leon 3055 Merlot Petit Verdot","Wine & Spirits Collective","717508","Medel fylligt","7481801","14","Spanien","Jean Leon","6x75 cl"
"Marie Brizard Liqueur d'Excellence Peach","Berntson Brands AB","722219","Likör","9227201","18","Frankrike","Marie Brizard","6x50 cl"
"Fords Gin","Sophronie AB","718750","Gin","9035163","45","Storbritannien","","12x70 cl"
"Martin Miller Gin","Philipson & Söderberg AB","700125","Gin","1014671","40","Storbritannien","Reformed Spirits","6x70 cl"
"Jurtschitsch GV Stein EKO","Enjoy Wine & Spirits AB","721063","Torrt","7394201","12.5","Österrike","","6x75 cl"
"Bodegas Roda","Primewine Sweden AB","705015","Fylligt","7386301","14","Spanien","Bodegas Roda","6x75 cl"
"Jim Beam Black 6 years","Edrington Sweden AB","769442","Bourbon","10940151","43","USA","James B Beam","6x70 cl"
"Chateau Gravade Minervois","Arvid Nordquist Hab","724063","Vin","49346","13","Frankrike","Foncalieu","12x75 cl"
"La Vieille Ferme rosé","Enjoy Wine & Spirits AB","723229","Frankrike","X50080561002","13","Frankrike","Famille Perrin","12x37,5 cl"
"Bulldog London Dry Gin","Berntson Brands AB","718449","Gin","8660001","40","Storbritannien","_","6x70 cl"
"Nicolas Feuillatte  Brut Reserve","Enjoy Wine & Spirits AB","707745","Frankrike","8894601","12.5","Frankrike","Nicolas Feuillatte","6x75 cl"
"Sourz Rainbow Ice","Edrington Sweden AB","718353","Likör","11360016","15","USA","Jim Beam Brands","6x70 cl"
"De Kuyper Amaretto","Pernod Ricard Sweden AB","725020","Choklad-,kaffe- och nötlikörer","1050570","30","Nederländerna","De Kuyper Royal Distillers","6x50 cl"
"Jura Diurachs Own 16 years","Arcus Sweden AB","700865","Maltwhisky","48701","40","Storbritannien","Isle of Jura","6x70 cl"
"BdL Varietales Graciano","Enjoy Wine & Spirits AB","718025","Fylligt","7244501","14","Spanien","Baron de Ley","6x75 cl"
"Crystal Head Vodka","Galatea AB","709782","Okryddat brännvin","110-01","40","Kanada","","6x70 cl"
"Ypióca Prata 2 years","Brewery Internat Sweden AB","760869","Rom","800340","39","Brasilien","Ypioca Agro Industrial Ltda","6x70 cl"
"Chill Out F&F Chardonnay  BiB","Altia Sweden AB","725040","Australien","1019441","13.5","Australien","","4x3 l"
"ITA Prosecco","Wine & Spirits Collective","724643","Italien","X251WP0501","11","Italien","The Wine People","6x75 cl"
"Freakshow Cabernet Sauvignon","Janake Wine Group AB","717490","Fylligt","7223101","14.5","USA","Michael & David","12x75 cl"
"Mezzacorona Pinot Grigio Riserva","Enjoy Wine & Spirits AB","744131","Torrt","X5008009701","13","Italien","Mezzacorona","6x75 cl"
"Banks 7","Bacardi AB","723422","Rom","3440001","43","Nederländerna","","6x70 cl"
"Bulmers Original","Brewery Internat Sweden AB","702674","Cider","187302","4.5","Storbritannien","Scottish & Newcastle","12x50 cl"
"Prinz Körsbärslikör, 16%","Hults Dryck & Delikatess AB","724263","Frukt-och bärlikörer","Körsbärslikör","16","Österrike","","6x50 cl"
"NF Fondamental Brut EKO","Enjoy Wine & Spirits AB","718272","Frankrike","7782001","12","Frankrike","Nicolas Feuillatte","6x75 cl"
"Ca´Rugate Valpolicella Ripasso","Primewine Sweden AB","716361","Fylligt","7111501K","14","Italien","Az Agr ca Rugate","6x75 cl"
"Ballast Point Manta Ray DIPA","Cask Sweden AB","723975","Mörk lager","8982003","8.5","USA","Ballast Point","24x35,5 cl"
"Janot Tradition Pastis","Renbjer & Magnusson AB","720541","Pastis, ouzo, raki m fl","PJT001","45","Frankrike","","6x70 cl"
"Leopold gourmel bio attitude","Moestue Grape Sel","722695","Vindestillat","8689801","40","Frankrike","","6x70 cl"
"Crème de Cassis","Multibev AB","720062","Frukt-och bärlikörer","8249702","20","Frankrike","Gabriel Boudier","6x50 cl"
"Nederburg Noble Late Harvest","Bibendum AB","712404","Sydafrika","1006669","10.6","Sydafrika","Nederburg Wines","12x37,5 cl"
"Blossa Guld","Altia Sweden AB","769670","Starkvin","1022485","21","Sverige","V & S","12x50 cl"
"Bluecoat American Dry Gin","Fine Brands","719185","Gin","4047201","47","USA","_","6x70 cl"
"Tokaji Blue Label 5 Puttonyos","Vinunic AB","787110","Ungern","1294602/6","10.5","Ungern","Royal Tokaji Wine Company","6x50 cl"
"Louis Roederer Brut Premier","Vinunic AB","717419","Frankrike","X5037LR0101/6","12","Frankrike","Louis Roederer","6x75 cl"
"Speyburn","Berntson Brands AB","714536","Maltwhisky","2048208","40","Storbritannien","_","1x3 l"
"Bush Creek Rose","Bornicon & Salming AB","712401","Australien","X5202012901","12","Australien","De Bortoli","12x75 cl"
"GaJol Granatäpple småflaskor","Viva Wine & Spirits Group AB","713959","Likörer av örter, frön eller b","8634804","30","Nederländerna","United Drinks","8x12x2 cl"
"Tycho´s Star Single Malt Whisky EKO","Spirit Of Hven Backafalls AB","719793","Maltwhisky","Hven 911","42","Sverige","Spirit of Hven Backafallsbyn","6x50 cl"
"Absolut Peppar","Pernod Ricard Sweden AB","768670","Smaksatt vodka","1002020","40","Sverige","V & S","12x50 cl"
"Plantation 3 Star White 70cl eg","Spendrups Bryggeri AB","724345","Rom","2718923","41.2","Frankrike","","6x70 cl"
"Piccini Orange Bianco","Enjoy Wine & Spirits AB","702738","Torrt","X50080537101","12","Italien","Piccini","12x75 cl"
"Xide Raspberry Blossom EG","Carlsberg Sverige AB","724504","Alkohollemonad","18763","4.5","Sverige","Carlsberg Sverige AB","24x27,5 cl"
"Mickey Finn Blueberry","Herida Aurum AB","715897","Frukt-och bärlikörer","Mickey Finn Blueberry","15","Nederländerna","Toorank","6x50 cl"
"Fee Brothers Bitters Cherry","Fine Brands","716550","Aperitif - bitter","X5482003304","4.8","","_","12x15 cl"
"Grolsch Premium Lager","Multibev AB","733954","Ljus lager","164003","5","Nederländerna","Grolsch Export BV","24x33 cl"
"Rosso di Montalcino","Carovin AB","716781","Fylligt","7030301/12","14","Italien","_","12x75 cl"
"Sans Pareil Sauvignon Blanc","Viva Wine & Spirits Group AB","724259","Torrt","WMLAP02","13","Frankrike","","12x75 cl"
"Vin Santo del Chianti Classico DOC Castello","Pernod Ricard Sweden AB","719398","Fylligt","1050259","16","Italien","_","6x75 cl"
"Lagavulin 8 years 48% 70 cl","Diageo Sweden AB","720951","Maltwhisky","9044954","48","Storbritannien","","6x70 cl"
"Romano Levi Bianca","Wicked Wine Sweden AB","710385","Pressrestsdestillat","61510200","40","Italien","Levi Serafino","6x70 cl"
"Amaro Ramazzotti","Pernod Ricard Sweden AB","771040","Malörtsbitter","1007284","30","Italien","Ramazzotti","6x70 cl"
"Rémi Jobard Bourgogne Blanc","Enjoy Wine & Spirits AB","724465","Frankrike","X50080567201","13.6","Frankrike","","12x75 cl"
