"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Del Maguey Santa Catarina Minas Minero","Barkonsult AB","721957","Tequila","00825","49","Mexico","_","6x70 cl"
"Iron Maiden Trooper","Wicked Wine Sweden AB","722055","Ale","IMT033","4.7","Storbritannien","","24x33 cl"
"De Kuyper Blueberry","Pernod Ricard Sweden AB","714638","Frukt-och bärlikörer","1050554","15","Nederländerna","De Kuyper Royal Distillers","6x50 cl"
"Renat Brännvin","Pernod Ricard Sweden AB","770178","Okryddat brännvin","1050531","39","Sverige","V & S","12x70 cl"
"Bestheim Riesling Classic","Viva Wine & Spirits Group AB","721794","Torrt","723420132","13","Frankrike","Bestheim","12x75 cl"
"Fortant Grenache Rose","Viva Wine & Spirits Group AB","724838","Frankrike","32GZJCB039","12","Frankrike","","6x75 cl"
"Staropramen Dark","Carlsberg Sverige AB","711389","Mörk lager","21593","4.4","Tjeckien","Staropramen","24x33 cl"
"Clément Rhum 10 years","Cask Sweden AB","720103","Rom","9017923","44","Sverige","","6x70 cl"
"Znaps Black Jack shot","Znaps Sweden AB","707625","Övrig likör","201107","25","Sverige","","6x70 cl"
"Norton Malbec","Wine & Spirits Collective","747389","Fylligt","X5129NO1601","13","Argentina","Norton","12x75 cl"
"Dolin Dry Vermouth","Renbjer & Magnusson AB","712974","Torrt","DVC001","17.5","Frankrike","_","6x75 cl"
"Fee Brothers Bitters Rhubarb","Fine Brands","716563","Aperitif - bitter","X5482004304","4.5","USA","_","12x15 cl"
"Fuller's London Porter","Arvid Nordquist Hab","705699","Porter","35539","5.4","Storbritannien","Fullers","12x50 cl"
"JCB Bourgogne Pinot Noir Les Ursulines","Viva Wine & Spirits Group AB","723902","Medel fylligt","786140112","13","Frankrike","Boisset","12x75 cl"
"Angostura 5 years","Hermansson & Co AB","706698","Rom","8690101","40","Trinidad","Angostura","6x70 cl"
"William Fevre Domaine Chablis","Primewine Sweden AB","721200","Torrt","X5226WF0301","12.5","Frankrike","William Fèvre","12x75 cl"
"Domaines Schlumberger Pinot Gris Les PrincesAbbés","Enjoy Wine & Spirits AB","703052","Torrt","7053901","12.5","Frankrike","Domaines Schlumberger","12x75 cl"
"Elijah Craig kentucky straight bourbon whisky 12years","Fine Brands","720707","Bourbon","X5482002501","47","USA","Heaven Hill","12x75 cl"
"Cointreau  6 x 5 cl","Nigab AB","772306","Frukt-och bärlikörer","7067704","40","Frankrike","Cointreau","20x6x5 cl"
"Gosling Family Reserve Old Rum","Arcus Sweden AB","721627","Rom","4046701","40","Bermuda","","6x75 cl"
"Poli Marconi Gin 46%","Bibendum AB","722444","Gin","1020963","46","Italien","Jacopo Poli","6x70 cl"
"Jura 10 years","Arcus Sweden AB","725077","Maltwhisky","80415-101","40","Storbritannien","Whyte & Mackay","6x70 cl"
"Lanson Black Label","Viva Wine & Spirits Group AB","771262","Torrt","LA0201","12.5","Frankrike","Lanson","6x75 cl"
"Petit Chablis Chablisienne","Vinunic AB","729477","Torrt","558501/12","12","Frankrike","La Chablisienne","12x75 cl"
"Pasqua Pinot Grigio Rosé Mater Anna","Bibendum AB","713249","Italien","1020607","12.5","Italien","Pasqua","6x75 cl"
"Purato Nero d Avola EKO","Hermansson & Co AB","719365","Fylligt","1556401","13.5","Italien","The Wine People","6x75 cl"
"Rocca di Montemassi Le Focai DOC","Pernod Ricard Sweden AB","714616","Medel fylligt","1050234","13.5","Italien","","12x75 cl"
"Sobieski Vodka","Berntson Brands AB","700506","Okryddat brännvin","9224901","37.5","Polen","Marie Brizard","6x70 cl"
"JCB Bourgogne Chardonnay Les Ursulines","Viva Wine & Spirits Group AB","723566","Torrt","7013101012","13","Frankrike","Boisset","12x75 cl"
"Egidio Barbera d’Alba DOC","Philipson & Söderberg AB","724328","Fylligt","1022584","14","Italien","","6x75 cl"
"Noble Vines 667 Pinot Noir","Enjoy Wine & Spirits AB","720332","Medel fylligt","661101","14.5","USA","","12x75 cl"
"Snälleröds Bokhållarens Akvavit 40x5 cl EKO","Arcus Sweden AB","701209","Kryddat brännvin","X5172AS0504","38","Sverige","Snälleröds Ångbränneri","1x40x5 cl"
"Innis & Gunn Lager Beer","Tomp Beer & Spirits AB","719321","Ale","8910603","4.6","Storbritannien","Inns & Gunn Brewing Company","24x33 cl"
"J.P. Chenet Colombard Chardonnay","Stellan Kramer AB","712433","Torrt","X5031GP1304/24","11.5","Frankrike","J.P. Chenet","24x18,7 cl"
"Montelobos Mezcal 100% Agave Espadin EKO","Aliassmith AB","725696","Mezcal","40001","43.2","Mexico","","6x70 cl"
"Mohawk Unfiltered Lager","Wicked Wine Sweden AB","709230","Lager","MUFL 033","5.3","Belgien","Mohawk Brewing Company","24x33 cl"
"Johnnie Walker Red Label 12 x 5 cl","Diageo Sweden AB","798118","Blended whisky","9040467","40","Storbritannien","John Walker","16x12x5 cl"
"Facundo Eximo","Bacardi AB","720079","Rom","9042574","40","Mexico","","6x70 cl"
"Arctic Distilled Dry Gin 37,5%","Altia Sweden AB","725134","Gin","1011363","37.5","Finland","Altia","6x70 cl"
"Heineken","Spendrups Bryggeri AB","708863","Ljus lager","1145921","5","Nederländerna","Spendrups","24x33 cl"
"Sierra nevada torpedo","Wicked Wine Sweden AB","710435","Ale","STI 035","7.2","USA","Sierra Nevada Brewing","24x35 cl"
"Santa Rita 120 Cabernet Sauvignon","Amka Vinimport AB","701055","Fylligt","7106401","14","Chile","Viña Santa Rita","6x75 cl"
"Maxim Riesling","Enjoy Wine & Spirits AB","721007","Torrt","7157501","10.5","Tyskland","","6x75 cl"
"Nils Oscar Södermalmspilsner","Nils Oscar AB","721915","Ljus lager","144550","5","Sverige","","15x50 cl"
"Gunroom Navy Rom","Renbjer & Magnusson AB","718077","Rom","8733902/6","65","Jamaica","_","6x50 cl"
"Staropramen EGL","Carlsberg Sverige AB","724359","Ljus lager","22549","5","Tjeckien","Staropramen","20x50 cl"
"Merlet Trois Citrus 40 %","Barkonsult AB","719193","Frukt-och bärlikörer","00774","40","Frankrike","","6x70 cl"
"Langhe Nebbiolo Luigi Voghera","Primewine Sweden AB","724646","Medel fylligt","7338201","14.5","Italien","Luigi Voghera","6x75 cl"
"Gustave Lorentz Riesling Reserve","Bibendum AB","707909","Torrt","1003072","12.5","Frankrike","Gustave Lorentz","12x75 cl"
"China Viriana Bigallet","Renbjer & Magnusson AB","721402","Aperitif - bitter","BCC001","40","Frankrike","","6x50 cl"
"Captain Morgan black spiced","Diageo Sweden AB","713175","Rom","9028268","40","Spanien","Diageo","6x70 cl"
"Magners Pear Cider","Tomp Beer & Spirits AB","701890","Torr/halvtorr","8804503","4.5","Irland","","24x33 cl"
"Tito´s Handmade Vodka","Berntson Brands AB","719095","Okryddat brännvin","9223301","40","USA","","6x70 cl"
"Martini Riserva Speciale Ambrato","Bacardi AB","713625","Sött","3440013","18","Italien","Bacardi","6x75 cl"
"Feudo Principi di Butera Symposio 75 cl","Pernod Ricard Sweden AB","717794","Fylligt","1050258","14","Italien","_","6x75 cl"
"Willowglen Shiraz Cabernet Sauvignon","Bornicon & Salming AB","767133","Medel fylligt","X5202001604","12","Australien","De Bortoli","24x18,7 cl"
"Svensk vanlig vanilj","We & Wine AB","714544","Smaksatt vodka","852700112","32","Sverige","Svensk Vodka i Motala","12x70 cl"
"Mikkeller Peter, Pale And Mary glutenfri","Brill & Co AB","718274","Mellanmörk ale","120603","4.6","Danmark","_","24x33 cl"
"Breezer Mango","Spendrups Bryggeri AB","708660","Alkohollemonad","2717510","4","Storbritannien","Bacardi","24x27,5 cl"
"Laborie Sauvignon Blanc","Arvid Nordquist Hab","725701","Vin, Sprit och Starköl","47602","13","Sydafrika","KWV","6x750 ml"
"Calvet Limited Release Sauvignon piccolo","Enjoy Wine & Spirits AB","714349","Torrt","X50080529304","12","Frankrike","Calvet","48x18,7 cl"
"Dooley's Toffee Liqueur","We & Wine AB","773036","Gräddlikör","69101","17","Tyskland","Behn","6x70 cl"
"Perrin Côtes du Rhône Rouge Magnum","Enjoy Wine & Spirits AB","725821","Vin, Sprit och Starköl","X50080569106","13.5","Frankrike","Famille Perrin","6x1,5 l"
"Edinburgh Elderflower Gin","Renbjer & Magnusson AB","716533","Gin","8611501/6","20","Storbritannien","_","6x50 cl"
"Buenos Ayres Beer","Hispamerchants Ltd","724079","Mörk lager","Buenos Ayres","4.8","Italien","","20x63,2 cl"
"Velvet Devil Merlot","Bibendum AB","717342","Fylligt","1014572","13.5","USA","Charles Smith Wines","12x75 cl"
"Chablis Premier Cru Mountmains du Chardonnay","Pernod Ricard Sweden AB","709763","Torrt","1050112","13","Frankrike","","6x75 cl"
"Absolut Elyx 150 cl","Pernod Ricard Sweden AB","712472","Okryddat brännvin","1050323","42.3","Sverige","Pernod Ricard","6x1,5 l"
"The Guardian Sauvignon Blanc","Arvid Nordquist Hab","721904","Torrt","49512","13.5","Sydafrika","KWV","6x75 cl"
"Jacob's Creek Wah White 75 cl","Pernod Ricard Sweden AB","713297","Torrt","1050197","13","Australien","Orlando","6x75 cl"
"Grappa Tradizionale 41 Gradi Nonino","Carovin AB","723546","Pressrestsdestillat","70833-02","41","Italien","Nonino","6x70 cl"
"Aviation Gin","Multibev AB","719651","Gin","8670001","42","USA","","6x70 cl"
"Gobelsburger Grüner Veltliner","Primewine Sweden AB","789173","Torrt","277501K","12","Österrike","Weingut Schloss Gobelsburg","12x75 cl"
"Terrorist Sauvignon Blanc","Horecapartners AB","723964","Torrt","3111116","12.5","Tyskland","","6x75 cl"
"Bols Passionfruit","Edrington Sweden AB","715348","Frukt-och bärlikörer","10710312","17","Nederländerna","Bols","6x50 cl"
"Hennessy XO","Moet Hennessy Sverige","772376","Vindestillat","9021572","40","Frankrike","Hennessy","12x70 cl"
"Chartreuse Framboise","Fine Brands","718206","Frukt-och bärlikörer","8713102","20","Frankrike","","6x50 cl"
"Ron Zacapa Edicion Negra","Diageo Sweden AB","721653","Rom","9045775","43","Guatemala","","6x70 cl"
"Jacob's Creek Reserve Shiraz","Pernod Ricard Sweden AB","716771","Australien","1007258","13.2","Australien","Orlando","6x75 cl"
"Wisby Pils","Spendrups Bryggeri AB","715206","Pils","1107111","5","Sverige","Spendrups","24x33 cl"
"Ardbeg Uigeadail","Moet Hennessy Sverige","767946","Maltwhisky","9012594","54.2","Storbritannien","Ardbeg Distillery","6x70 cl"
"Pierre Qui Roule ""Rolling Stone"" Grenache Rosé","Tomp Beer & Spirits AB","721050","Frankrike","500113","12.5","Frankrike","Badet Clement & Cie","12x75 cl"
"Codorníu Clasico Seco","Spendrups Bryggeri AB","721705","Torrt","2535314","11.5","Spanien","Codorníu","6x75 cl"
"Samuel Adams Boston Ale","Galatea AB","715057","Ale","164903","4.6","USA","Boston Brewing Company","24x35,5 cl"
"Tequila Sauza Hornitos","Edrington Sweden AB","708344","Tequila","11150008","38","USA","Jim Beam Brands","6x70 cl"
"Chablis Louis Robin","Ward Wines AB","702411","Torrt","7479601","12","Frankrike","","12x75 cl"
"Castillo de Molina Reserva Carmenère","Pernod Ricard Sweden AB","712452","Fylligt","1050165","14","Chile","","6x75 cl"
"Chianti Classico DOCG Riserva Castello d Albola","Pernod Ricard Sweden AB","714728","Medel fylligt","1050248","13","Italien","_","6x75 cl"
"Cornish Orchards Gold Cider","Arvid Nordquist Hab","721849","Cider","48508","4.5","Storbritannien","","12x33 cl"
"Glenfarclas 15 Years","Multibev AB","771688","Maltwhisky","8558701","46","Storbritannien","J & G Grant","6x70 cl"
"Fernet Branca","Philipson & Söderberg AB","717559","Malörtsbitter","1006321","40","Italien","Fratelli Branca","1x3 l"
"Elephant Gin","Multibev AB","721233","Gin","X5401EG0102","45","Tyskland","","6x50 cl"
"Xide Watermelon Strawberry EG","Carlsberg Sverige AB","724505","Halvsöt/söt","18764","4.5","Sverige","Carlsberg Sverige AB","24x27,5 cl"
"Cycliste Cote du Rhone VillagesEKO","Oenoforos AB","724740","Fylligt","7606501","14.5","Frankrike","Nordic Sea Winery","12x75 cl"
"Bols Crème de Menthe","Edrington Sweden AB","703020","Likörer av örter, frön eller b","10710276","24","Nederländerna","Bols","6x50 cl"
"Fee Brothers Bitters Aztec Chocolate","Fine Brands","716545","Aperitif - bitter","X5482002904","2.55","USA","_","12x15 cl"
"Wente Morning Fog Chardonnay","Wine & Spirits Collective","725442","Torrt","7414701","13.5","USA","Wente Vineyards","12x75 cl"
"Appleton Special","Nigab AB","701117","Rom","7111901","40","Jamaica","Wray & Nephew","6x70 cl"
"Domaine Malandes Petit Chablis","Philipson & Söderberg AB","702723","Torrt","1011037","12","Frankrike","Domaine Tremblay","12x75 cl"
"Velho Barreiro Gold","Renbjer & Magnusson AB","754059","Rom","VBG001","39","Brasilien","Bebidas Tatuzinha 3 Fazendas L","6x70 cl"
"Menabrea Ambrata","Brewery Internat Sweden AB","719484","Mörk lager","8978703","5","Italien","","24x33 cl"
"Santa Carolina Cellar Selection CabernetSauvignon Rosé","Viva Wine & Spirits Group AB","701673","Chile","7362701","13","Chile","Viña Santa Carolina","12x75 cl"
"Musella Ripasso EKO","Enjoy Wine & Spirits AB","716623","Medel fylligt","7809401","13.5","Italien","Musella","6x75 cl"
"London Dry Gin No 3","Edrington Sweden AB","705929","Gin","10620001","46","Storbritannien","Berry Bros & Rudd","6x70 cl"
"Eskilstuna Ölkultur stolt lager","Eskilstuna Ölkultur","713916","Mörk lager","9033754","5","Sverige","_","24x33 cl"
"Whitstable Bay Organic Ale EKO","Galatea AB","714446","Ale","1776-01","4.5","Storbritannien","Shepherd Neame","8x50 cl"
"Maraska Maraschino","Renbjer & Magnusson AB","719782","Frukt-och bärlikörer","MML001","32","Kroatien","","6x70 cl"
"Black Velvet","Bibendum AB","721439","Blended whisky","1002724","40","Kanada","The Black Velvet","12x70 cl"
"Four Roses Small Batch","Pernod Ricard Sweden AB","711449","Maltwhisky","1050116","45","USA","","6x70 cl"
"Ron Esclavo XO Cask","Herida Aurum AB","722134","Rom","9039184","65","Dominikanska Republiken","","6x50 cl"
"Amaro di Angostura","Hermansson & Co AB","720778","Aperitif - bitter","8657101","35","Trinidad","Angostura Limiteds","6x70 cl"
"Don Papa Rum","Bibendum AB","718882","Rom","1019164","40","Filippinerna","Bardinet","6x70 cl"
"Eve Chardonnay","Bibendum AB","717338","Torrt","1014570","13","USA","Charles Smith Wines","12x75 cl"
"Boom Boom! Syrah","Bibendum AB","710463","Fylligt","1014569","13","USA","","12x75 cl"
"Famille Perrin Côtes du Rhône Réserve Rouge","Enjoy Wine & Spirits AB","716027","Medel fylligt","8835001","14","Frankrike","_","12x75 cl"
"Aalborg Akvavit dild","Arcus Sweden AB","713641","Kryddat brännvin","8656601","38","Danmark","Vin & Sprit","6x70 cl"
"Samuel Adams Boston Lager","Galatea AB","715061","Mörk lager","154603","4.8","USA","Boston Brewing Company","24x35,5 cl"
"Perrier-Jouët Belle Epoque Luminous 75 cl","Pernod Ricard Sweden AB","723486","Frankrike","1050433","12.5","Frankrike","","6x75 cl"
"Arette Reposado 38%","Aliassmith AB","706515","Tequila","1012323","38","Mexico","Tequilas del Señor SA de CV","6x70 cl"
"Benchmark Kentucky Straight Whisky","Arcus Sweden AB","710221","Bourbon","X5172AR2701","40","USA","Kentucky Bourbon dist. Ltd","6x70 cl"
"Spirit of Hven Gin EKO","Spirit Of Hven Backafalls AB","701292","Gin","HVEN 912","40","Sverige","Spirit of Hven Backafallsbyn","6x50 cl"
"Diplomatico Mantuano","Handpicked Wines Sweden AB","724102","Rom","38901","40","Venezuela","","6x70 cl"
"Singha 63 cl","Carlsberg Sverige AB","722869","Ljus lager","18555","5","Thailand","Boon Rawd Brewery","12x63 cl"
"Rémy Martin XO Special","Nigab AB","772030","Vindestillat","8010101","40","Frankrike","Rémy Martin","6x70 cl"
"Santa Rita 120 Cabernet Sauvignon","Amka Vinimport AB","714499","Chile","X5366211204","13.5","Chile","Vina Santa Rita","24x18,75 cl"
"Cornish Orchards Ginger Beer","Arvid Nordquist Hab","721854","Smaksatt cider","48604","4","Storbritannien","","12x33 cl"
"Tullamore DEW XO Rum Cask","Nigab AB","724728","Whisky","8223901N","43","Irland","","6x70 cl"
"Jack Daniel's Single Barrel","Philipson & Söderberg AB","727635","Bourbon","1001347","45","USA","Brown-Forman","6x70 cl"
"Rhum J.M VSOP","Renbjer & Magnusson AB","721754","Rom","JMR002","43","Frankrike","","6x70 cl"
"Jacob's Creek Shiraz Cabernet Sauvignon Organic EKO","Pernod Ricard Sweden AB","771838","Australien","1007239","13","Australien","Orlando","12x37,5 cl"
"Dugges tropic thunder","Brill & Co AB","720703","Ale","8840803","4.5","Sverige","","24x33 cl"
"Château Louvie Saint-Emilion Grand Cru","Mondo Wine Sweden AB","714794","Fylligt","X5303JM0301","15","Frankrike","J.J. Mortier","6x75 cl"
"Stolichnaya Razberi","Multibev AB","700231","Smaksatt vodka","8017001K","37.5","Ryssland","SPI Limited","6x70 cl"
"Braastad VSOP","Arcus Sweden AB","714586","Vindestillat","8056901/6","40","Frankrike","Tiffon","6x70 cl"
"O.P.Anderson Julakvavit 40%","Altia Sweden AB","723641","Kryddat brännvin","1020530","40","Sverige","","12x50 cl"
"Jacob's Creek Dry Riesling","Pernod Ricard Sweden AB","703851","Torrt","1050032","12","Australien","Orlando","6x75 cl"
"Östgöta Sädes Brännvin","Altia Sweden AB","768988","Kryddat brännvin","1013392","40","Sverige","V & S","12x50 cl"
"Feudo Nero d Àvola Sicilia IGT Principi di Butera","Pernod Ricard Sweden AB","714702","Medel fylligt","1050252","13","Italien","_","6x75 cl"
"Bosford Rose Gin","Bacardi AB","724509","Gin","3440028","37.5","Italien","","6x70 cl"
"Piratens Besk 10 x 5 cl","Saturnus AB","735722","Kryddat brännvin","34248","32","Sverige","Saturnus AB","12x10x5 cl"
"Pampero Blanco","Diageo Sweden AB","751159","Rom","9040968","37.5","Venezuela","Diageo","6x70 cl"
"Viña Sol","Wine & Spirits Collective","768084","Torrt","X5129000204","11","Spanien","Torres","24x18,75 cl"
"Gunroom Navy Gin","Renbjer & Magnusson AB","718104","Gin","8728002/6","57","Storbritannien","_","6x50 cl"
"Famous Grouse Smoky Black","Edrington Sweden AB","720117","Blended whisky","10080023","40","Storbritannien","","6x70 cl"
"Chateau du Trigon Gigondas","Pernod Ricard Sweden AB","716566","Fylligt","1050092","14.5","Frankrike","","6x75 cl"
"Absolut Elyx 42,3%","Pernod Ricard Sweden AB","719679","Kryddat brännvin","1050205","42.3","Sverige","","6x70 cl"
"Amer Picon","Renbjer & Magnusson AB","709618","Aperitif - bitter","8648401/6A","22","Frankrike","","6x1 l"
"Cynar","Nigab AB","701414","Aperitif - bitter","7648101","16.5","Italien","","6x70 cl"
"La Mascota Malbec","Viva Wine & Spirits Group AB","716330","Fylligt","7222701","14","Argentina","Bodegas Santa Ana","6x75 cl"
"Pére Magloie 12 years","Nigab AB","727209","Äppelbrännvin","25002","40","Frankrike","Père Magloire","6x50 cl"
"Noble Vines 446 Chardonnay","Enjoy Wine & Spirits AB","720327","Torrt","7617301","14.5","USA","","12x75 cl"
"The Crossings Awatere Valley Sauvignon Blanc","Viva Wine & Spirits Group AB","715372","Torrt","7168401","14","Nya Zeeland","Michelle Richardson","6x75 cl"
"Marqués de Arienzo Reserva","Nigab AB","768200","Spanien","271001","12.5","Spanien","Bodegas Domecq","12x75 cl"
"Ruffino Chianti","Philipson & Söderberg AB","713801","Italien","1002288","12","Italien","Ruffino","6x75 cl"
"Gordon's London Dry Gin  12 x 5 cl","Diageo Sweden AB","768916","Gin","9039643","40","Storbritannien","Tanqueray Gordon","16x12x5 cl"
"Jacob's Creek EVG Shiraz Cabernet Organic EKO","Pernod Ricard Sweden AB","718958","Fylligt","1050341","14.5","Australien","Orlando","6x75 cl"
"Ravenswood Lodi Zinfandel","Bibendum AB","704006","USA","1003550","13.2","USA","Ravenswood","6x75 cl"
"Gin Xoriguer Mahon","Wicked Wine Sweden AB","718913","Gin","61610100","38","Spanien","_","6x70 cl"
"Callia Alta Syrah Malbec","Svenska Vinkompaniet","777983","Fylligt","CA-011","14.1","Argentina","Bodegas Callia","6x75 cl"
"Barbera d'Alba Luigi Voghera","Primewine Sweden AB","715184","Medel fylligt","236501K","14","Italien","Luigi Voghera","12x75 cl"
"Old Overholt Rye Whiskey","Renbjer & Magnusson AB","711968","Rye whiskey","OTR001","40","USA","","12x1 l"
"Amarula Cream","Bibendum AB","771472","Gräddlikör","1001533","17","Sydafrika","Distillers Corporation","6x70 cl"
"Stolichnaya Vodka Gala Appl 37,5%","Multibev AB","711638","Okryddat brännvin","8713301","37.5","Litauen","","6x70 cl"
"Montecillo Crianza","Mondo Wine Sweden AB","701121","Spanien","264301K","12","Spanien","Bodegas Montecillo","12x75 cl"
"Explorer","Altia Sweden AB","768886","Okryddat brännvin","1013420","38","Sverige","V & S","12x70 cl"
"Merlet XO Cognac","Barkonsult AB","722958","Druvdestillat","869","40","Frankrike","","6x70 cl"
"Trinitas Cabernet Sauvignon","Wine & Spirits Collective","724540","Medel fylligt","X251MT6001","14","Chile","Miguel Torres","12x75 cl"
"Carlos Primero","Mondo Wine Sweden AB","714171","Vindestillat","8666401K","38","Spanien","Osborne","6x70 cl"
"Moselland Organics 75 EKO","Pernod Ricard Sweden AB","718778","Torrt","1050020","12","Tyskland","","12x75 cl"
"La Piuma Orvieto 75 cl","We & Wine AB","715145","Torrt","990059901","12.5","Italien","MGM Mondo del Vino","12x75 cl"
"Lagavulin 12YO SR18","Diageo Sweden AB","725605","Whisky","741065","57.8","Storbritannien","","6x70 cl"
"Bayou Rum Silver","Multibev AB","723405","Rom","8701901","40","USA","Bayou Rum","6x70 cl"
"San Miguel Fresca","Brewery Internat Sweden AB","715511","Ljus lager","8946203","4.4","Spanien","San Miguel Fabricas de Cerveza","24x33 cl"
"Viña Esmeralda","Wine & Spirits Collective","770000","Torrt","7302101","10.5","Spanien","Torres","12x75 cl"
"Santa Helena Gran Viño Cabernet Sauvignon","Arvid Nordquist Hab","714535","Medel fylligt","47364","13","Chile","Santa Helena","24x18,7 cl"
"Castro Valdes","Enjoy Wine & Spirits AB","718774","Torrt","7308001","13","Spanien","_","6x75 cl"
"Underberg 3 x 2 cl","Conaxess Trade","779722","Aperitif - bitter","951726","44","Tyskland","Underberg","40x3x2 cl"
"Christian Drouin Cidre Bouché Brut de Normandie","Enjoy Wine & Spirits AB","705922","Torr/halvtorr","8280401","4.5","Frankrike","Christian Droin","12x75 cl"
"BruXo No. 2 Pechuga del Maguey","Renbjer & Magnusson AB","719594","Tequila","BRM002","46","Mexico","","6x70 cl"
"Daron XO","Spendrups Bryggeri AB","723632","Äppelbrännvin","2716123","40","Frankrike","","6x70 cl"
"Bigallet Thym","Renbjer & Magnusson AB","718307","Likörer av örter, frön eller b","BTL001","35","Frankrike","_","6x35 cl"
"Noble Vines 337 Cabernet Sauvignon","Enjoy Wine & Spirits AB","720326","Fylligt","X50080550801","14.5","USA","","12x75 cl"
"Heineken PET","Spendrups Bryggeri AB","723443","Ljus lager","1164739","5","Nederländerna","","24x33 cl"
"Kona Hanalei Island IPA","Brewery Internat Sweden AB","723506","Ale","8269603","4.5","USA","Kona Brewing Co","24x35,5 cl"
"Cantina Tollo Bianco","Arvid Nordquist Hab","725139","Torrt","48857","12","Italien","","6x75 cl"
"Tapatio Anejo Agave","Cask & Co","719791","Tequila","753","38","Mexico","","12x50 cl"
"Bols Parfait Amour","Edrington Sweden AB","798102","Frukt-och bärlikörer","10710308","24","Nederländerna","Bols","6x50 cl"
"Livio Pavese Barbaresco","Viva Wine & Spirits Group AB","722821","Fylligt","5337010","14","Italien","Livio Pavese","12x75 cl"
"The Bitter Truth Old Time Aromatic Bitters","Barkonsult AB","720581","Aperitif - bitter","00721","39","Tyskland","","12x20 cl"
"Prinz Blåbärslikör, 16%","Hults Dryck & Delikatess AB","724133","Frukt-och bärlikörer","8689102","16","Österrike","","6x50 cl"
"Edinburgh Rhubarb & Ginger Gin Liqueur","Cask Sweden AB","725523","Gin","8122602","20","Storbritannien","","6x50 cl"
"To Øl Garden of Eden","Brill & Co AB","722403","Ale","8820203","6.4","Danmark","","24x33 cl"
"Shoot Crazy Crocodile","Arcus Sweden AB","723661","Övrig likör","8278802","16.4","Norge","","12x50 cl"
"Jim Beam Red Stag","Edrington Sweden AB","707522","Bourbon","10940102","40","USA","Jim Beam Brands","6x70 cl"
"De Loach California Zinfandel","Viva Wine & Spirits Group AB","720098","Medel fylligt","BV0005","13.5","USA","De Loach Vineyards","12x75 cl"
"The Bitter Truth Xocolatl 44%","Barkonsult AB","706288","Aperitif - bitter","00719","44","Tyskland","","12x20 cl"
"Bonterra Zinfandel","Vct Sweden","713363","USA","2262001","14","USA","Bonterra Vineyards","12x75 cl"
"Mumm Cordon Rouge","Pernod Ricard Sweden AB","798284","Frankrike","1016882","12","Frankrike","Mumm","1x3 l"
"Marienburg Overproof Rum","Renbjer & Magnusson AB","722366","Rom","ORM001","81","USA","","6x70 cl"
"Ramos Alvarinho","Hermansson & Co AB","724357","Portugal","7990901","13","Portugal","João Portugal Ramos","6x75 cl"
"Barceló Imperial Onyx","Hermansson & Co AB","122022","Vin, Sprit och Starköl","2461573601","38","Dominikanska Republiken","Ron Baceló Srl","6x700 ml"
"Moselland Classic Riesling Spätlese","Pernod Ricard Sweden AB","771844","Halvtorrt","1007321","8","Tyskland","Moselland","12x75 cl"
"Doorly's White Rum 3 yo","Renbjer & Magnusson AB","721977","Rom","DBR001","40","Barbados","_","6x70 cl"
"Kings Ridge Pinot Noir","Enjoy Wine & Spirits AB","722736","Medel fylligt","628601","13.5","USA","","12x75 cl"
"Sierra Nevada Hop Hunter IPA","Wicked Wine Sweden AB","720253","Mellanmörk ale","SNHH 035","6.2","USA","","24x35 cl"
"Leonor Palo Cortado 12 years","Nigab AB","718401","Torrt","7656502","20","Spanien","Gonzalez Byass","12x37,5 cl"
"Kilchoman Machir Bay","Enjoy Wine & Spirits AB","722827","Maltwhisky","57301","46","Storbritannien","","6x70 cl"
"La Vilette Pinot Noir","Wicked Wine Sweden AB","723740","Medel fylligt","LVPN15","13","Frankrike","","6x75 cl"
"Glenmorangie Nectar D'Or","Moet Hennessy Sverige","704702","Grainwhisky","9033198","46","Storbritannien","William Grant & Sons","6x70 cl"
"Budejovicky budvar premium lager","Galatea AB","706118","Ljus lager","1353-03","5","Tjeckien","_","24x33 cl"
"Svensk Vodka","We & Wine AB","712745","Okryddat brännvin","8794301H","40","Sverige","_","12x70 cl"
"Fee Brothers Bitters Lemon","Fine Brands","716555","Aperitif - bitter","X5482003604","45.9","","_","12x15 cl"
"La Vieille Ferme White","Enjoy Wine & Spirits AB","721156","Torrt","X50080548102","13","Frankrike","Famille Perrin","24x37,5 cl"
"Ayala Brut Majeur NV","Arvid Nordquist Hab","731410","Torrt","39434","12.5","Frankrike","Champagne Ayala","6x75 cl"
"Briska Blåbär o Hallon petflaska","Spendrups Bryggeri AB","718011","Halvsöt/söt","1721839","4.5","Sverige","Spendrups","24x33 cl"
"Golden Falernum","Barkonsult AB","719272","Övrig likör","00725","18","Tyskland","","12x50 cl"
"Villa al Cortile Rosso di Montalcino","Enjoy Wine & Spirits AB","725966","Fylligt","230601","13.5","Italien","","6x75 cl"
"Down the Lane Shiraz Tempranillo","Bornicon & Salming AB","713425","Australien","7845301","14","Australien","De Bortoli","6x75 cl"
"Gine Gine Priorat","Janake Wine Group AB","718722","Medel fylligt","7578101","15","Spanien","Buil & Gine","12x75 cl"
"Sartori Valpolicella Ripasso DOC","Amka Vinimport AB","706959","Fylligt","X5366SA1001","12","Italien","Casa Vinicola Sartori","6x75 cl"
